userid,age,gender,shopid,avg_rating,avg_price,clicked
1672,48,F,264,3,4,0
1672,19,F,306,2,4,1
1672,63,M,404,4,2,1
1672,27,M,418,4,3,1
1672,70,F,150,0,2,0
1672,45,F,179,1,4,0
1672,25,M,142,3,4,1
1672,19,F,239,0,4,1
1672,36,F,452,1,2,1
1672,62,F,369,3,3,0
1672,23,F,170,1,4,0
1672,59,F,370,2,2,1
1673,20,F,449,0,2,1
1673,45,F,214,0,4,0
1673,29,M,194,2,4,1
1673,33,M,372,0,3,0
1673,44,M,251,3,4,0
1673,27,M,310,0,4,1
1673,16,M,190,2,4,0
1674,49,F,141,4,2,0
1674,52,F,166,2,4,0
1674,74,F,302,2,3,0
1674,28,F,338,0,4,1
1674,62,F,373,4,4,0
1674,20,F,106,3,3,1
1674,17,F,211,1,2,1
1674,67,F,142,4,3,1
1674,40,M,236,1,4,1
1674,57,F,244,1,4,1
1674,20,F,270,1,1,1
1674,63,F,500,1,3,0
1674,19,F,299,0,4,1
1674,73,F,284,1,2,0
1674,64,F,472,2,4,0
1674,45,F,180,0,4,0
1674,27,F,381,0,2,1
1675,47,M,455,3,1,1
1675,40,M,177,1,1,1
1675,24,F,178,3,1,0
1675,78,M,258,4,3,1
1675,63,M,235,1,2,1
1675,36,F,377,1,4,0
1675,59,F,328,0,2,0
1675,22,M,370,1,4,0
1675,64,M,472,4,2,1
1675,42,F,429,4,4,1
1675,22,F,269,0,1,1
1675,47,M,146,4,2,1
1675,11,M,480,3,3,1
1675,18,F,318,0,3,1
1675,30,M,261,4,1,0
1675,23,F,431,2,2,0
1675,40,F,460,2,4,1
1675,45,M,137,3,4,1
1675,54,M,193,4,4,0
1676,27,M,211,3,2,0
1676,43,F,472,2,4,0
1676,48,F,489,4,2,1
1676,19,F,297,3,4,1
1676,65,M,232,3,4,0
1676,15,M,304,4,4,1
1676,45,F,105,1,4,0
1676,67,M,321,2,4,0
1676,42,M,206,0,4,1
1676,70,M,113,4,3,0
1676,36,F,304,1,3,1
1676,59,M,444,3,2,0
1676,26,F,177,3,3,1
1676,30,F,293,3,4,1
1676,61,F,209,4,4,1
1676,23,F,296,4,2,0
1676,38,F,187,3,2,1
1677,37,M,241,2,4,1
1677,70,F,464,3,2,1
1677,66,F,308,4,4,1
1677,73,M,285,4,3,0
1677,24,F,177,0,1,1
1677,58,M,480,2,4,0
1677,36,F,189,4,2,0
1677,77,F,112,4,4,1
1677,28,M,270,4,2,1
1677,63,M,423,3,2,0
1677,22,M,362,1,2,1
1677,75,M,242,1,3,0
1677,18,F,145,4,3,1
1677,21,M,388,2,4,0
1677,31,F,372,3,2,1
1679,24,M,400,0,3,1
1679,11,F,256,0,2,1
1679,59,M,187,3,2,0
1679,52,M,109,3,3,0
1679,53,F,362,3,1,1
1679,12,M,478,0,4,0
1679,23,F,364,1,4,1
1679,72,F,430,1,3,0
1679,53,F,247,1,3,1
1680,62,F,241,4,2,0
1680,71,F,355,0,4,1
1680,28,F,182,1,4,0
1680,46,F,190,1,2,1
1680,58,F,411,1,3,0
1680,78,M,185,4,2,0
1680,78,M,360,0,3,1
1680,58,M,465,3,2,1
1680,52,M,388,2,2,0
1680,40,F,488,0,3,1
1680,34,F,293,3,2,0
1681,28,F,159,3,1,1
1681,64,M,125,4,1,0
1681,79,F,133,3,4,0
1681,47,F,268,0,4,0
1681,75,M,441,4,2,1
1681,53,M,190,1,3,1
1681,29,F,385,2,3,0
1683,65,F,459,0,4,0
1683,59,M,370,3,4,0
1683,12,M,379,2,4,1
1683,36,F,151,3,2,1
1683,45,M,447,2,3,0
1683,17,M,458,3,2,0
1683,32,M,128,0,2,1
1683,19,F,442,2,4,0
1683,36,F,311,0,3,1
1683,54,M,498,4,1,0
1683,52,M,138,0,2,0
1683,15,M,432,0,2,0
1683,66,F,466,4,2,0
1683,11,F,257,3,3,0
1683,48,M,330,3,2,1
1683,49,F,346,3,4,0
1683,14,F,214,0,2,1
1683,29,M,165,3,2,1
1684,54,F,466,3,2,0
1684,37,M,309,0,2,1
1684,49,F,324,3,1,1
1684,40,M,138,3,2,0
1684,75,M,422,1,2,0
1684,13,F,173,2,4,1
1684,22,F,257,2,3,0
1684,15,F,363,4,3,1
1684,79,M,208,4,2,0
1684,39,M,395,3,4,1
1684,63,M,323,3,3,1
1684,23,F,316,4,3,0
1684,55,M,179,4,4,1
1684,60,M,330,3,3,1
1684,55,F,432,0,1,1
1684,32,F,159,1,2,0
1684,42,F,485,2,4,1
1686,30,M,461,1,2,1
1686,12,M,410,3,3,0
1686,33,F,127,4,3,0
1686,75,M,493,2,2,1
1686,48,F,293,0,2,1
1686,70,M,197,3,2,1
1686,11,F,315,1,2,1
1686,77,M,417,1,2,0
1686,35,F,466,3,3,1
1686,63,M,346,0,2,1
1686,29,F,404,3,4,1
1686,71,F,292,3,2,0
1686,37,M,130,4,2,1
1686,67,M,292,2,3,1
1686,25,F,232,0,3,1
1686,76,M,299,4,4,0
1686,48,F,146,0,2,1
1687,64,M,467,3,2,1
1687,64,F,111,4,2,1
1687,52,F,145,1,3,0
1687,41,M,138,2,4,1
1687,51,M,225,4,3,1
1687,48,F,211,0,3,0
1687,70,F,284,0,4,0
1688,66,M,399,4,2,1
1688,78,M,391,3,2,0
1688,25,F,319,0,3,1
1688,44,M,354,3,3,0
1688,47,M,472,1,4,0
1688,77,M,447,2,3,0
1688,41,F,281,4,4,1
1688,14,M,151,0,4,0
1688,77,F,350,1,2,0
1688,49,F,262,1,2,1
1689,47,F,253,2,3,1
1689,62,M,125,2,4,1
1689,79,M,211,1,4,1
1689,36,F,111,2,2,1
1689,69,M,157,0,3,0
1689,41,F,195,2,3,0
1689,26,M,135,1,2,1
1689,49,M,387,4,4,0
1689,21,F,299,4,4,1
1689,30,M,444,2,4,1
1691,42,F,470,1,2,0
1691,64,M,186,2,4,1
1691,10,F,210,2,3,0
1691,29,F,174,3,3,0
1691,27,F,175,3,3,1
1691,14,F,227,1,3,1
1691,37,F,200,4,3,1
1691,49,F,103,2,4,1
1691,60,M,429,4,3,1
1691,47,F,109,3,2,0
1691,62,M,477,1,4,0
1691,71,F,169,4,2,1
1691,51,M,413,4,3,0
1691,52,F,231,0,2,0
1691,61,F,343,4,2,1
1692,34,F,309,4,3,1
1692,30,M,142,4,2,0
1692,36,F,129,2,3,0
1692,26,M,134,4,2,0
1692,42,M,127,4,3,1
1692,24,F,415,2,2,0
1692,12,F,349,3,3,1
1692,13,M,323,2,4,1
1692,15,F,395,0,4,1
1692,70,F,117,3,4,1
1692,71,F,367,3,4,0
1692,18,F,258,4,3,1
1692,34,F,102,4,3,0
1692,62,M,467,2,4,1
1692,48,F,197,4,4,0
1692,51,M,447,1,4,0
1692,72,F,429,3,2,1
1692,55,M,189,1,2,1
1692,39,M,141,4,4,0
1693,24,M,234,3,3,1
1693,79,F,393,4,4,1
1693,25,F,177,2,4,1
1693,41,F,442,0,3,1
1693,52,F,451,0,3,1
1693,33,F,182,1,3,0
1693,46,F,302,3,2,0
1693,75,M,243,0,4,0
1693,79,M,206,4,3,1
1693,43,F,322,2,4,0
1695,14,M,200,1,2,0
1695,53,M,226,4,2,1
1695,42,M,275,4,3,1
1695,74,M,119,2,3,1
1695,12,M,379,1,1,1
1695,47,F,443,4,2,0
1695,63,M,103,3,2,1
1695,64,F,448,4,2,0
1695,12,M,329,0,4,0
1695,27,M,403,0,3,1
1695,20,F,327,2,4,1
1695,29,F,134,0,4,0
1695,64,M,471,1,4,1
1695,18,F,491,3,2,0
1695,44,M,358,4,2,0
1695,64,F,127,2,2,0
1696,64,M,365,3,4,1
1696,43,M,203,2,4,1
1696,15,F,154,1,2,1
1696,22,M,169,1,4,0
1696,25,M,138,1,3,1
1696,20,F,119,1,3,0
1696,26,M,188,0,4,0
1696,77,F,231,3,4,0
1696,40,F,374,3,3,1
1696,10,F,251,0,2,0
1696,13,M,118,3,2,0
1696,42,F,332,0,2,0
1696,23,F,115,1,3,0
1696,22,M,297,0,4,1
1696,11,F,275,0,2,1
1696,39,M,381,1,4,0
1698,14,F,489,0,3,1
1698,56,F,303,3,4,1
1698,45,F,113,0,4,0
1698,14,F,338,2,1,1
1698,11,F,307,3,4,1
1698,27,M,201,1,4,1
1698,39,M,385,3,4,1
1698,76,M,368,3,3,1
1698,59,F,144,4,1,1
1698,34,M,257,2,2,1
1698,17,M,105,1,2,1
1698,32,F,490,0,4,0
1698,75,F,124,2,3,1
1703,23,F,163,2,2,1
1703,61,F,343,2,2,1
1703,16,F,361,3,4,1
1703,52,F,147,1,2,0
1703,42,M,200,1,1,1
1703,27,F,284,2,1,0
1703,71,F,351,0,4,0
1703,12,F,477,4,4,0
1703,12,M,187,2,4,0
1703,58,M,115,3,4,0
1704,29,M,196,2,2,0
1704,71,M,440,3,3,1
1704,28,F,466,3,3,0
1704,26,M,208,2,1,1
1704,24,F,284,2,4,0
1704,70,M,336,1,4,1
1704,19,M,231,1,3,0
1704,55,F,314,0,2,1
1704,23,M,407,4,2,1
1704,34,M,342,3,3,0
1704,45,M,207,3,1,0
1704,61,M,255,3,1,1
1704,70,M,272,4,3,0
1704,68,F,212,0,4,0
1704,46,F,482,1,2,0
1704,17,F,142,4,4,1
1705,20,F,414,2,4,0
1705,30,F,101,2,4,0
1705,25,F,324,2,3,1
1705,54,F,129,1,4,0
1705,56,M,208,1,4,0
1705,60,F,259,3,4,0
1705,77,F,117,4,4,0
1709,38,M,473,2,4,0
1709,62,M,182,0,2,1
1709,43,M,400,0,2,0
1709,76,F,349,1,4,0
1709,77,F,376,1,2,0
1709,15,M,327,0,2,0
1709,40,F,109,4,2,1
1709,58,M,489,0,2,1
1709,20,F,202,0,4,0
1709,71,F,243,3,4,0
1709,22,M,259,4,1,1
1709,60,F,181,0,3,1
1709,52,M,482,2,3,1
1710,31,F,264,1,4,1
1710,27,F,493,3,2,0
1710,65,M,223,2,3,0
1710,39,M,139,4,2,0
1710,22,F,395,3,4,0
1710,18,M,402,0,4,0
1710,68,F,399,1,2,0
1710,21,F,217,3,2,1
1710,40,M,181,2,4,1
1710,33,F,175,1,4,1
1710,13,F,483,2,2,1
1710,42,M,344,1,3,1
1710,78,F,249,0,2,1
1710,55,M,145,1,2,1
1710,22,M,151,4,2,1
1710,59,M,389,0,1,0
1710,76,M,476,0,4,1
1711,34,M,401,3,4,1
1711,27,M,332,0,3,0
1711,58,M,186,2,1,1
1711,54,M,204,4,4,1
1711,72,F,322,1,4,1
1711,42,F,298,2,3,1
1711,72,F,330,3,4,1
1711,58,F,460,0,2,1
1711,16,F,162,3,3,1
1711,32,M,134,1,4,0
1711,31,F,355,4,2,0
1711,11,F,199,1,3,0
1711,55,M,312,1,4,1
1711,39,M,227,1,3,0
1711,26,F,234,1,4,1
1713,70,F,471,0,3,1
1713,62,M,400,4,2,0
1713,77,M,350,4,4,1
1713,27,F,323,1,3,0
1713,53,M,394,2,1,1
1713,65,M,342,4,2,0
1713,21,M,441,0,2,0
1713,48,F,291,3,2,1
1713,28,M,439,2,3,0
1713,45,F,326,4,3,1
1713,19,M,108,2,2,0
1713,23,F,369,4,4,0
1713,78,F,462,0,2,1
1715,29,F,164,1,2,0
1715,47,F,158,4,4,0
1715,55,M,393,4,3,0
1715,34,F,353,4,1,1
1715,54,F,329,3,4,0
1715,18,F,180,4,2,0
1715,73,M,460,3,2,1
1715,33,M,370,2,3,0
1715,61,F,347,3,4,1
1715,77,F,346,4,2,0
1716,61,F,301,1,2,0
1716,79,M,114,0,4,1
1716,63,F,238,2,4,0
1716,22,F,364,4,2,1
1716,78,F,431,1,2,1
1716,60,F,351,0,2,1
1716,43,F,410,2,2,0
1716,59,M,230,3,3,1
1716,43,M,124,1,4,0
1716,17,F,120,4,4,1
1716,44,F,102,1,4,1
1716,71,F,223,3,4,0
1716,71,M,286,3,3,0
1716,61,F,279,3,3,0
1716,20,F,146,2,4,0
1716,66,F,193,1,4,0
1716,21,F,332,4,1,0
1716,71,M,279,4,4,1
1717,41,M,311,1,2,0
1717,11,M,168,1,2,0
1717,79,M,454,2,2,0
1717,12,M,278,3,3,0
1717,48,F,361,2,3,0
1717,21,M,210,0,4,0
1717,17,M,263,2,2,0
1717,24,F,339,2,1,1
1717,13,F,152,2,2,1
1717,75,M,458,0,3,1
1717,63,F,464,1,4,0
1717,40,F,412,1,3,1
1717,38,M,105,1,4,1
1717,47,F,493,1,3,1
1717,34,M,299,0,4,0
1717,68,F,347,4,4,1
1719,38,M,276,3,4,0
1719,67,M,221,1,2,0
1719,67,M,405,3,2,1
1719,61,F,311,4,3,1
1719,10,F,433,4,4,0
1719,79,F,228,4,4,0
1721,29,F,354,4,4,1
1721,52,F,414,0,2,0
1721,75,M,441,0,4,1
1721,18,M,433,0,2,0
1721,57,F,328,3,3,1
1721,58,M,115,4,3,1
1721,41,M,205,2,4,0
1721,12,M,398,4,4,0
1721,58,M,240,2,4,1
1721,46,F,287,2,2,0
1721,16,F,188,4,2,0
1722,50,M,113,3,2,1
1722,68,F,287,4,4,1
1722,49,M,333,2,3,0
1722,61,F,323,0,2,0
1722,64,M,402,1,3,1
1722,47,F,461,2,2,1
1722,79,M,498,2,4,1
1722,70,F,237,3,4,0
1722,37,M,374,2,1,1
1722,31,M,406,0,4,1
1722,77,M,211,4,3,1
1722,17,M,133,2,3,0
1722,34,F,216,2,1,1
1723,53,F,157,1,2,0
1723,61,F,199,2,4,0
1723,29,F,341,3,3,1
1723,29,F,362,1,2,0
1723,74,F,470,0,4,0
1723,21,M,297,4,1,0
1723,23,F,383,3,1,0
1723,17,M,315,0,2,1
1723,54,F,183,4,4,1
1723,42,F,131,3,4,0
1723,74,F,491,2,2,1
1723,21,F,217,4,4,1
1723,71,F,358,4,3,1
1725,32,M,460,1,3,0
1725,32,F,157,2,4,1
1725,67,M,306,4,4,1
1725,18,F,353,0,3,1
1725,16,M,205,2,4,0
1725,63,M,390,1,3,1
1725,40,F,469,2,2,1
1725,52,M,392,2,2,1
1725,63,F,262,0,1,1
1725,56,M,146,3,2,1
1725,16,F,276,4,4,0
1725,26,F,348,2,3,0
1725,61,M,248,0,3,1
1725,76,M,276,4,4,0
1726,21,M,208,1,4,0
1726,56,F,132,2,1,0
1726,25,M,427,3,4,0
1726,32,F,128,4,3,1
1726,58,M,447,0,3,0
1726,26,F,302,2,4,0
1726,47,F,173,3,2,1
1726,79,M,461,3,2,0
1726,54,F,263,0,3,1
1726,37,M,108,4,4,0
1726,44,M,452,4,4,0
1726,69,M,187,3,3,1
1726,75,M,209,2,4,1
1726,43,F,154,3,2,1
1727,59,F,459,4,2,0
1727,77,M,258,3,2,0
1727,67,F,378,2,4,0
1727,36,M,315,2,4,1
1727,29,F,349,3,2,0
1727,73,F,466,1,4,1
1727,77,M,371,3,2,1
1727,76,M,130,3,4,0
1727,51,F,169,4,4,1
1727,71,F,192,2,3,0
1727,56,F,163,4,3,0
1727,77,M,144,3,4,0
1728,74,M,249,1,2,1
1728,13,F,482,3,3,1
1728,46,F,486,1,4,1
1728,19,F,466,1,3,0
1728,52,F,386,2,4,1
1728,18,M,457,2,4,0
1728,21,M,332,3,4,1
1730,54,M,317,4,3,0
1730,73,M,314,4,3,1
1730,55,F,487,0,4,1
1730,75,F,183,2,2,0
1730,29,F,414,3,4,0
1730,50,F,168,4,1,1
1730,27,F,368,3,2,0
1730,60,M,197,3,2,1
1730,69,F,175,2,3,1
1730,57,M,317,0,2,0
1730,44,F,368,2,3,1
1730,14,F,197,4,2,0
1730,49,F,108,0,2,1
1730,10,F,384,1,3,0
1730,53,F,372,4,1,0
1730,41,M,443,1,3,0
1730,74,M,241,4,4,1
1730,56,M,351,3,3,1
1733,28,F,242,3,3,1
1733,42,F,123,3,3,1
1733,46,F,128,4,2,1
1733,11,F,180,4,2,0
1733,51,F,458,4,4,0
1733,17,M,224,1,3,1
1733,77,M,270,1,3,0
1733,19,M,207,2,2,1
1736,68,M,238,0,3,0
1736,37,F,318,1,3,0
1736,58,M,426,0,4,0
1736,42,M,421,2,2,1
1736,33,M,437,3,2,0
1736,34,M,318,2,4,1
1737,63,F,176,2,2,1
1737,76,F,459,4,4,0
1737,10,F,496,1,2,0
1737,33,M,208,1,2,0
1737,78,F,204,1,4,1
1737,60,M,206,2,3,1
1737,32,F,115,4,1,1
1737,10,F,130,2,4,0
1737,47,M,348,2,2,1
1737,78,M,450,2,3,0
1737,38,F,398,4,4,0
1738,74,F,332,4,3,0
1738,55,M,267,0,2,0
1738,27,F,334,2,4,0
1738,68,F,235,2,3,1
1738,50,F,331,2,3,1
1738,51,M,353,0,4,1
1739,71,F,398,3,4,1
1739,64,M,178,3,3,0
1739,12,M,184,4,3,1
1739,10,F,342,1,3,0
1739,68,M,408,2,4,0
1739,73,F,328,2,4,1
1739,16,F,442,3,4,1
1739,16,F,160,1,2,1
1739,29,F,489,2,2,1
1739,19,M,413,2,2,1
1739,71,M,170,0,4,1
1739,49,M,415,3,2,1
1739,64,M,198,4,4,0
1739,53,M,277,3,2,0
1739,65,F,210,3,2,1
1739,41,M,483,0,4,0
1739,59,M,348,3,3,1
1740,19,F,345,2,4,1
1740,32,F,322,1,2,0
1740,58,F,461,1,4,0
1740,66,M,315,1,3,0
1740,42,M,140,3,3,1
1740,64,F,212,2,4,1
1740,39,M,443,0,3,0
1740,28,F,465,1,4,0
1740,13,F,492,0,4,1
1740,16,F,272,2,4,0
1740,67,F,397,2,4,0
1740,38,M,105,3,3,0
1740,31,M,255,1,1,0
1740,38,F,195,3,3,0
1740,41,M,193,3,4,1
1741,64,M,156,4,4,0
1741,52,F,481,2,3,0
1741,68,M,479,4,4,1
1741,40,F,423,1,3,0
1741,47,F,224,1,4,0
1741,50,F,310,2,2,1
1741,24,F,110,2,4,1
1741,18,F,211,2,2,1
1741,64,F,418,3,4,1
1741,42,M,300,1,2,1
1741,69,M,279,0,4,1
1741,59,M,211,2,4,0
1741,21,F,294,2,3,0
1741,26,M,186,1,2,1
1741,40,M,204,3,4,0
1742,35,F,145,2,4,0
1742,26,M,397,4,3,0
1742,10,M,112,4,2,0
1742,76,F,241,0,4,0
1742,63,M,369,1,2,1
1742,28,F,414,3,4,0
1742,69,M,179,2,1,0
1746,13,M,282,0,4,1
1746,59,F,255,2,4,0
1746,58,F,237,0,4,0
1746,41,M,469,3,2,1
1746,73,F,485,3,4,0
1746,19,M,357,4,3,1
1746,21,M,453,3,2,0
1746,35,M,215,0,4,1
1747,68,M,438,4,1,0
1747,51,M,238,1,2,1
1747,46,M,140,1,3,0
1747,36,M,231,2,4,0
1747,64,F,466,4,1,0
1747,78,M,372,1,4,1
1747,31,M,262,1,4,1
1747,34,M,153,0,3,1
1747,18,F,160,4,2,1
1747,62,M,475,0,4,0
1747,21,F,383,4,4,1
1747,27,F,109,4,4,0
1747,65,F,267,2,4,1
1747,57,F,374,1,3,0
1747,56,M,119,0,1,0
1747,31,M,496,0,3,0
1748,78,M,481,1,3,0
1748,14,M,414,0,2,1
1748,57,M,219,4,2,0
1748,38,F,187,3,1,0
1748,44,F,409,0,4,1
1748,76,M,470,1,4,0
1748,52,F,370,3,2,0
1748,44,F,342,4,3,1
1748,24,F,218,2,4,1
1748,18,F,140,2,2,1
1748,78,M,109,3,4,0
1748,20,M,349,3,3,1
1749,54,M,319,4,2,0
1749,70,M,498,0,2,0
1749,14,M,430,0,3,1
1749,39,M,375,4,4,0
1749,71,F,401,3,2,0
1749,38,F,199,3,2,1
1749,72,F,332,0,3,0
1749,29,M,237,4,3,0
1749,50,F,483,2,1,1
1750,60,F,143,1,4,0
1750,13,M,337,1,4,0
1750,32,F,340,1,4,0
1750,78,F,482,1,4,0
1750,24,M,125,0,1,0
1750,49,M,459,3,2,1
1750,10,M,356,4,4,0
1750,19,M,460,1,3,0
1750,19,F,451,0,2,0
1751,35,F,287,4,3,1
1751,16,M,392,4,3,0
1751,31,F,438,1,4,0
1751,74,M,156,0,2,1
1751,65,F,475,3,4,1
1751,52,M,380,3,4,0
1751,16,F,330,4,2,1
1751,66,F,466,4,2,0
1751,55,M,156,4,4,1
1751,10,F,106,2,2,1
1751,46,M,109,4,2,1
1751,52,F,350,2,2,1
1751,70,F,342,3,2,1
1752,14,M,216,2,2,1
1752,16,M,498,0,2,1
1752,48,M,188,1,2,1
1752,14,M,133,3,3,1
1752,34,M,356,3,3,0
1752,61,M,143,2,2,0
1752,60,F,472,1,2,1
1752,19,F,131,4,2,0
1752,46,M,239,2,4,0
1752,68,F,430,1,4,1
1752,17,M,262,3,3,0
1752,79,F,276,3,2,1
1753,36,M,334,0,4,0
1753,37,F,239,4,4,1
1753,60,M,275,4,2,1
1753,17,F,203,0,3,0
1753,37,F,248,3,4,0
1753,72,M,378,0,3,0
1753,12,F,405,3,3,0
1753,63,M,102,4,4,0
1753,67,F,237,2,2,0
1753,28,F,331,2,3,1
1753,23,F,233,2,4,0
1753,77,F,356,1,4,0
1753,20,M,449,0,2,0
1753,36,F,164,0,3,0
1753,55,F,102,1,3,0
1753,27,F,194,0,2,1
1753,78,M,191,3,2,0
1755,67,M,414,2,4,0
1755,41,F,156,4,4,0
1755,40,F,221,1,3,1
1755,28,F,396,1,2,1
1755,59,F,107,2,4,1
1755,52,M,229,2,3,0
1756,49,F,130,1,4,1
1756,13,M,482,0,4,0
1756,62,F,238,4,4,1
1756,62,M,413,0,2,1
1756,26,F,406,1,4,0
1756,59,F,218,2,3,1
1756,54,M,303,3,3,1
1756,71,M,345,0,2,0
1757,29,F,282,4,1,1
1757,31,M,122,2,4,1
1757,60,M,326,4,4,0
1757,33,F,443,3,4,1
1757,26,M,320,0,2,0
1757,54,F,215,0,2,1
1757,24,F,345,4,4,1
1757,49,M,410,4,4,1
1757,49,M,201,0,4,0
1757,79,F,168,2,4,1
1757,63,F,164,3,4,1
1757,44,F,130,3,4,0
1757,60,F,425,2,2,0
1757,73,M,356,0,4,0
1758,11,M,427,1,4,0
1758,30,F,198,2,4,1
1758,16,M,274,3,2,0
1758,39,F,114,4,1,0
1758,26,M,157,3,2,1
1758,55,F,433,1,4,0
1758,74,F,204,4,2,0
1758,75,F,210,2,1,0
1758,22,M,229,2,2,0
1758,13,F,106,0,4,0
1758,78,F,214,3,1,0
1758,19,M,449,1,3,0
1758,57,F,487,2,2,0
1758,62,F,471,0,3,1
1760,53,M,292,4,4,0
1760,29,M,405,4,2,0
1760,69,M,173,3,2,0
1760,11,M,440,3,2,1
1760,63,M,147,2,3,1
1760,15,F,406,1,4,0
1760,50,F,405,2,4,0
1762,30,M,245,1,2,0
1762,72,M,209,4,4,1
1762,69,F,168,0,2,1
1762,76,F,354,2,4,1
1762,40,F,439,4,3,1
1762,61,F,271,4,3,1
1762,54,M,403,1,4,1
1762,28,F,499,3,3,1
1762,49,F,374,4,2,1
1762,35,F,411,2,3,0
1762,51,F,388,4,4,1
1762,69,M,306,2,3,0
1762,37,M,143,0,2,1
1762,69,M,101,1,2,1
1762,56,M,314,0,4,0
1763,11,F,205,3,4,0
1763,18,F,108,0,4,0
1763,18,M,266,2,3,0
1763,65,F,147,2,2,1
1763,19,M,198,3,3,1
1763,63,M,165,1,2,0
1763,73,F,292,4,4,1
1763,33,M,103,4,3,0
1763,18,F,319,0,3,1
1763,66,M,272,0,3,1
1763,11,F,228,1,4,0
1763,44,F,148,4,4,0
1763,33,F,352,3,2,1
1763,70,M,270,2,3,0
1763,58,M,390,0,4,1
1763,47,M,282,2,4,1
1764,12,F,454,3,4,0
1764,25,F,294,0,2,1
1764,39,F,284,3,3,1
1764,35,M,273,0,4,1
1764,63,F,385,1,3,1
1764,79,M,487,2,3,1
1764,47,M,166,3,4,0
1764,69,M,118,2,2,1
1764,18,M,296,2,2,0
1764,68,M,492,1,2,1
1764,50,M,414,1,4,1
1764,40,M,101,2,3,0
1765,64,F,301,0,4,0
1765,19,F,234,1,4,1
1765,48,F,439,4,2,0
1765,32,F,456,4,4,1
1765,22,M,182,3,3,0
1765,10,M,160,1,4,0
1765,68,F,193,3,3,1
1766,15,F,460,3,4,0
1766,20,F,416,4,4,0
1766,13,M,357,3,4,1
1766,26,M,217,3,4,1
1766,30,M,194,3,4,0
1766,62,F,142,2,3,1
1766,53,F,202,0,2,1
1768,40,F,371,3,4,1
1768,73,F,311,4,2,1
1768,14,M,146,3,4,0
1768,76,F,112,3,2,0
1768,66,F,266,2,3,0
1768,49,M,227,3,4,0
1768,16,M,182,1,4,0
1768,70,M,346,2,2,0
1768,24,M,385,1,4,0
1768,26,F,363,0,4,0
1768,66,F,482,2,2,0
1768,47,M,199,0,2,1
1768,70,F,262,3,4,0
1768,57,F,156,1,4,1
1768,55,F,438,1,2,0
1768,52,F,490,2,2,1
1768,24,M,295,1,4,1
1769,54,M,119,4,4,0
1769,44,M,149,2,1,0
1769,17,M,494,0,3,1
1769,77,M,133,0,3,0
1769,59,M,397,0,3,1
1769,15,F,206,0,3,0
1769,29,F,409,3,2,1
1769,20,F,178,0,2,1
1769,30,F,471,0,2,1
1769,37,F,456,2,4,1
1769,47,F,472,3,2,0
1769,70,M,189,4,4,0
1769,64,M,236,0,4,1
1770,10,M,247,2,2,1
1770,15,F,122,3,3,1
1770,59,M,357,3,4,1
1770,30,F,322,1,3,1
1770,18,F,436,2,3,1
1770,50,M,193,2,2,0
1770,43,F,120,0,2,0
1770,24,M,212,1,4,0
1770,71,M,318,3,3,1
1770,45,F,361,1,4,0
1770,60,F,476,0,3,1
1770,25,F,199,2,2,0
1770,38,F,486,0,2,1
1770,39,M,335,4,3,0
1770,61,M,348,0,3,0
1770,79,M,458,1,2,1
1775,21,M,454,4,2,0
1775,50,M,334,0,3,0
1775,37,M,272,1,3,1
1775,30,M,312,3,2,1
1775,21,M,351,0,2,1
1775,57,M,202,1,4,0
1775,36,F,385,1,4,0
1775,25,F,157,2,4,0
1775,24,M,311,3,4,1
1775,57,F,485,0,4,1
1775,30,M,201,3,4,0
1775,78,M,407,1,4,0
1775,38,F,404,1,1,1
1777,78,M,274,4,4,0
1777,11,F,376,3,4,1
1777,64,M,372,4,3,0
1777,26,F,105,2,4,1
1777,71,M,301,4,4,1
1777,59,M,108,0,3,1
1777,22,M,206,4,3,0
1777,21,M,361,1,4,1
1777,66,F,169,4,3,1
1777,34,M,312,1,4,0
1777,45,M,117,1,4,0
1777,56,F,424,3,4,0
1777,37,M,254,4,4,1
1777,16,F,365,3,4,0
1777,48,M,229,0,4,1
1777,15,M,388,1,1,0
1777,51,M,299,4,3,0
1777,19,F,387,0,2,1
1780,64,F,486,1,4,1
1780,29,M,370,3,4,1
1780,60,M,447,3,4,0
1780,20,F,289,3,2,1
1780,62,M,466,4,4,1
1780,63,F,458,2,2,1
1780,61,M,112,1,4,0
1780,32,F,198,1,2,0
1780,43,F,135,3,4,0
1781,42,F,365,2,2,1
1781,14,M,458,1,4,1
1781,59,M,408,0,2,1
1781,56,F,423,1,4,1
1781,46,F,439,0,4,0
1781,23,M,416,1,4,0
1781,67,F,190,3,2,1
1781,36,F,277,0,4,1
1781,71,M,458,0,4,0
1781,16,M,364,3,4,1
1781,26,M,223,4,2,0
1781,37,F,182,3,4,0
1782,11,M,450,3,4,0
1782,22,F,413,2,3,0
1782,79,M,494,3,4,0
1782,67,F,194,1,2,0
1782,28,M,301,2,4,0
1782,39,M,155,0,4,0
1782,15,F,261,4,3,0
1782,60,F,468,0,3,0
1782,66,F,492,3,3,1
1782,61,F,392,2,4,1
1782,21,M,318,4,2,1
1782,37,M,213,3,2,0
1782,24,M,301,4,1,1
1782,18,M,312,1,4,0
1782,78,M,435,0,3,1
1784,55,F,274,4,3,1
1784,40,F,479,3,4,0
1784,10,M,285,4,4,0
1784,73,M,354,0,4,1
1784,71,M,448,1,2,0
1784,35,F,481,4,2,0
